ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Marcas,"Meta: _et_builder_dynamic_assets_loading_attr_threshold","Meta: _wc_gla_sync_status","Meta: _wc_gla_visibility","Meta: _wc_gla_synced_at","Meta: _woocommerce_pos_uuid","Meta: rank_math_internal_links_processed","Meta: _wc_gla_notification_status","Meta: _et_pb_use_builder","Meta: _et_pb_show_page_creation","Meta: _et_pb_old_content","Meta: rank_math_seo_score","Meta: _ppcp_button_position","Meta: site-sidebar-layout","Meta: ast-site-content-layout","Meta: site-content-style","Meta: site-sidebar-style","Meta: theme-transparent-header-meta","Meta: astra-migrate-meta-layouts","Meta: stick-header-meta","Meta: rank_math_primary_product_cat","Meta: cmplz_hide_cookiebanner","Meta: _et_pb_post_hide_nav","Meta: _et_pb_page_layout","Meta: _et_pb_side_nav","Meta: _et_pb_first_image","Meta: _et_pb_truncate_post","Meta: _et_pb_truncate_post_date","Meta: dnxte_popup-active","Meta: rank_math_title","Meta: rank_math_description","Meta: rank_math_focus_keyword","Meta: _et_pb_product_page_layout","Meta: _et_pb_built_for_post_type","Meta: _et_pb_ab_subjects","Meta: _et_pb_enable_shortcode_tracking","Meta: _et_pb_ab_current_shortcode","Meta: _et_pb_custom_css","Meta: _et_pb_gutter_width","Meta: _global_colors_info","Meta: _et_builder_version","Meta: _et_pb_woo_page_content_status","Meta: _elementor_import_session_id"
32060,simple,BCTSF24E,,"Bomba Circuladora Thematek SF 24 E",1,0,visible,"<p>Bomba Circuladora Thematek SF 24 E<br>Marca: Saunier Duval<br>Categoría: Bombas<br>Producto Reacondicionado</p>","Bomba Circuladora Thematek SF 24 E reacondicionada para calderas. Esta pieza de repuesto es esencial para el correcto funcionamiento de la caldera, ya que se encarga de circular el agua caliente por todo el sistema de calefacción. En Uniclima Solutions nos aseguramos de que todas nuestras piezas reacondicionadas estén en perfectas condiciones para su uso. Además, ofrecemos un servicio de reparación y mantenimiento para garantizar la durabilidad de la bomba circuladora. Palabras relacionadas: caldera, calefacción, agua caliente, reparación, mantenimiento.",,,taxable,,1,5,,0,0,,,,,1,,,"78,27",Bombas,"Saunier Duval",,,,,,,,,,,0,,5,has-errors,sync-and-show,1734966877,1e404428-f00b-4d52-9c7e-192ee9daa4bd,1,,,,
32063,simple,CFCE-20EN,,"Caudalímetro Caldera Fagor CE-20E N",1,0,visible,"Caudalímetro Caldera Fagor CE-20E N\nMarca: Fagor \nCategoría: Captadores de presión\nProducto Reacondicionado","Caudalímetro reacondicionado para Caldera Fagor CE-20E N con garantía de 6 meses. Encuentra esta pieza de repuesto en nuestra tienda online uniclimasolutions.com.",,,taxable,,0,0,,0,0,,,,,1,,,"21,91","Captadores de presión",Fagor,,,,,,,,,,,0,,,has-errors,sync-and-show,1720321233,a1bd7cf7-889c-4973-a471-8074210775e3,1,,,,
32065,simple,MPTEZWA24,,"Manómetro de Presión y Temperatura Eurosmart ZWA 24 1 AM",1,0,visible,"Manómetro de Presión y Temperatura Eurosmart ZWA 24 1 AM\nMarca: Junkers \nCategoría: Manómetros - Acuastatos\nProducto Reacondicionado","Descripción Breve: Manómetro especializado para Eurosmart ZWA 24 1 AM, reacondicionado para un rendimiento óptimo. Funcionamiento y Utilidad: Proporciona lecturas precisas de presión y temperatura, crucial para el correcto funcionamiento de la caldera. Características de Reacondicionamiento: Proceso riguroso de revisión y ajuste, asegurando fiabilidad y durabilidad. Palabras relacionadas: manómetro, Eurosmart, presión, temperatura, caldera, reacondicionado. Llamado a la Acción: Adquiera este manómetro esencial en uniclimasolutions.com.",,,taxable,,0,0,,0,0,,,,,1,,,"30,09","Manómetros - Acuastatos",Junkers,,,,,,,,,,,0,,14,has-errors,sync-and-show,1720321233,707acaf7-96d9-4e8c-9cbf-3b41755dfb51,1,,,,
32066,simple,TLSSTY300,,"Termostato Limitador de Seguridad Agua Acumulador STY 300",1,0,visible,"Termostato Limitador de Seguridad Agua Acumulador STY 300\nMarca: Saunier Duval \nCategoría: Manómetros - Acuastatos\nProducto Reacondicionado","Descripción Breve: Manómetro especializado para Eurosmart ZWA 24 1 AM, reacondicionado para un rendimiento óptimo. Funcionamiento y Utilidad: Proporciona lecturas precisas de presión y temperatura, crucial para el correcto funcionamiento de la caldera. Características de Reacondicionamiento: Proceso riguroso de revisión y ajuste, asegurando fiabilidad y durabilidad. Palabras relacionadas: manómetro, Eurosmart, presión, temperatura, caldera, reacondicionado. Llamado a la Acción: Adquiera este manómetro esencial en uniclimasolutions.com.",,,taxable,,0,0,,0,0,,,,,1,,,"23,73","Manómetros - Acuastatos","Saunier Duval",,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,2da4adf0-01fb-4ebd-a91f-e3244c8b22ec,1,,,,
32067,simple,MCSDT23,,"Manómetro Saunier Duval Thelia 23",1,0,visible,"Manómetro Saunier Duval Thelia 23\nMarca: Saunier Duval \nCategoría: Manómetros - Acuastatos\nProducto Reacondicionado","Descripción Breve: Manómetro reacondicionado para calderas Saunier Duval Thelia 23, asegurando mediciones exactas. Funcionamiento y Utilidad: Mide con exactitud la presión en el sistema, crucial para la seguridad y eficiencia de la caldera. Características de Reacondicionamiento: Inspección detallada, sustitución de partes desgastadas y calibración minuciosa. Palabras relacionadas: manómetro, presión, Saunier Duval, Thelia 23, caldera, reacondicionado. Llamado a la Acción: Mantenga su caldera en condiciones óptimas con productos de uniclimasolutions.com.",,,taxable,,0,0,,0,0,,,,,1,,,"19,18","Manómetros - Acuastatos","Saunier Duval",,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,be6b1769-22a3-4125-8cc7-9fb6e85281ad,1,,,,
32068,simple,MPCTFE,,"Manómetro de Presión y Temperatura Ferroli Elite",1,0,visible,"Manómetro de Presión y Temperatura Ferroli Elite\nMarca: Ferroli \nCategoría: Manómetros - Acuastatos\nProducto Reacondicionado","Descripción Breve: Manómetro reacondicionado para medir la presión y temperatura en calderas Ferroli. Funcionamiento y Utilidad: Mide la presión y temperatura en el sistema de caldera, esencial para el mantenimiento óptimo del equipo. Características de Reacondicionamiento: Inspección y reparación completa, calibración precisa, garantizando un rendimiento como nuevo. Palabras relacionadas: manómetro, presión, temperatura, Ferroli, caldera, reacondicionado. Llamado a la Acción: Visite uniclimasolutions.com para más información y compra segura.",,,taxable,,0,0,,0,0,,,,,1,,,"26,45","Manómetros - Acuastatos",Ferroli,,,,,,,,,,,0,,14,has-errors,sync-and-show,1720321233,72e2f4cc-42ca-40c5-a1fe-0516d5ed57d3,1,,,,
32069,simple,MPTTAS23,,"Manómetro de Presión Y Temperatura Thelia AS 23",1,0,visible,"Manómetro de Presión Y Temperatura Thelia AS 23\nMarca: Saunier Duval \nCategoría: Manómetros - Acuastatos\nProducto Reacondicionado","Descripción Breve: Manómetro reacondicionado para medir la presión y temperatura en calderas Ferroli. Funcionamiento y Utilidad: Mide la presión y temperatura en el sistema de caldera, esencial para el mantenimiento óptimo del equipo. Características de Reacondicionamiento: Inspección y reparación completa, calibración precisa, garantizando un rendimiento como nuevo. Palabras relacionadas: manómetro, presión, temperatura, Ferroli, caldera, reacondicionado. Llamado a la Acción: Visite uniclimasolutions.com para más información y compra segura.",,,taxable,,0,0,,0,0,,,,,1,,,21,"Manómetros - Acuastatos","Saunier Duval",,,,,,,,,,,0,,14,has-errors,sync-and-show,1720321233,9854122e-8a4d-43d3-9c9c-842daac3308f,1,,,,
32070,simple,MSDT21423,,"Manómetro Saunier Duval Themis 214/23",1,0,visible,"Manómetro Saunier Duval Themis 214/23\nMarca: Saunier Duval \nCategoría: Manómetros - Acuastatos\nProducto Reacondicionado","Descripción Breve: Termostato regulador reacondicionado para optimizar la temperatura del agua en acumuladores STY 300. Funcionamiento y Utilidad: Regula con precisión la temperatura del agua, garantizando comodidad y eficiencia energética. Características de Reacondicionamiento: Completa renovación y pruebas de funcionamiento para asegurar un control preciso de temperatura. Palabras relacionadas: termostato, regulador, temperatura, agua, acumulador, STY 300, reacondicionado. Llamado a la Acción: Consiga un control perfecto de la temperatura en uniclimasolutions.com.",,,taxable,,0,0,,0,0,,,,,1,,,21,"Manómetros - Acuastatos","Saunier Duval",,,,,,,,,,,0,,,has-errors,sync-and-show,1720321233,6554750a-a846-4c85-bf7d-8965317e716e,1,,,,
32072,simple,DVMI32R3,,"Display Vaillant VMI ES 32/362 7 R3",1,0,visible,"Display Vaillant VMI ES 32/362 7 R3\nMarca: Vaillant \nCategoría: Placas Electrónicas\nProducto Reacondicionado","Display reacondicionado para caldera Vaillant VMI ES 32/362 7 R3. Esta pieza es esencial para visualizar y controlar el funcionamiento de la caldera, mostrando información como la temperatura y la presión. En Uniclima Solutions nos aseguramos de que todas nuestras piezas reacondicionadas estén en perfecto estado y funcionamiento para garantizar la seguridad y eficiencia de tu caldera. Palabras relacionadas: caldera, Vaillant, visualización, control, temperatura, presión, seguridad, eficiencia.",,,taxable,,1,5,,0,0,,,,,1,,,"37,36","Placas Electrónicas",Vaillant,,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,6e4cfc1c-42ab-4973-95d4-6aef8243f509,1,,,,
32074,simple,ACUZW20,,"Acuastato caldera Junkers ZW20-1AME23",1,0,visible,"<p>Acuastato caldera Junkers ZW20-1AME23</p><p>Marca: Junkers</p><p>Categoría: Manómetros – Acuastatos</p><p>Producto Reacondicionado</p><p></p>","<p>El Acuastato caldera Junkers ZW20-1AME23 es una pieza de repuesto reacondicionada que se utiliza en calderas Junkers para controlar el nivel de agua en el sistema. Esta pieza ha sido reparada y reacondicionada por Uniclima Solutions para garantizar su perfecto funcionamiento y prolongar su vida Útil. Con esta pieza, podrás asegurarte de que tu caldera funcione de manera eficiente y segura. Encuentra esta y otras piezas de repuesto en nuestra tienda online uniclimasolutions.com. Palabras relacionadas: caldera, Junkers, pieza de repuesto, reacondicionada, eficiente, segura.</p><p></p>",,,taxable,,1,1,,0,0,,,,,1,,,"13,78","Manómetros - Acuastatos",Junkers,,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,ec095a90-ad30-4fc1-936d-d07266b4a51b,1,,,,
